1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.978924, 0.029034, 0.087101, 1.977454, -3.214606, 0.631334, 2.121646, 3.475531, -0.597801, 0.000000, 1.000000, 3.000000, 0.000000, 1.000000, 3.000000, 0.000000, 1.000000, 3.000000, 0.000000, 1.000000, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -4.072476, 0.193246, 0.578662, 2.134832, -3.195936, 1.542784, 2.119622, 3.517874, -0.549718, 0.063424, 0.997987, 3.000000, 0.063424, 0.997987, 3.000000, 0.063424, 0.997987, 3.000000, 0.063424, 0.997987, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -4.040528, 0.181283, 0.538505, 2.125214, -3.213964, 1.627199, 2.073054, 3.388176, -0.855667, 0.126592, 0.991955, 3.000000, 0.126592, 0.991955, 3.000000, 0.126592, 0.991955, 3.000000, 0.126592, 0.991955, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.992920, 0.144237, 0.422181, 2.058424, -3.276631, 1.371422, 2.036913, 3.300248, -1.045333, 0.189251, 0.981929, 3.000000, 0.189251, 0.981929, 3.000000, 0.189251, 0.981929, 3.000000, 0.189251, 0.981929, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.965998, 0.139725, 0.406745, 1.989742, -3.324814, 1.125247, 2.028800, 3.286547, -1.087312, 0.251148, 0.967949, 3.000000, 0.251148, 0.967949, 3.000000, 0.251148, 0.967949, 3.000000, 0.251148, 0.967949, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.958448, 0.163917, 0.481956, 1.949331, -3.355819, 1.001086, 2.032695, 3.300542, -1.075266, 0.312033, 0.950071, 3.000000, 0.312033, 0.950071, 3.000000, 0.312033, 0.950071, 3.000000, 0.312033, 0.950071, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.955049, 0.196992, 0.586155, 1.932964, -3.380205, 0.961737, 2.034615, 3.309986, -1.068771, 0.371662, 0.928368, 3.000000, 0.371662, 0.928368, 3.000000, 0.371662, 0.928368, 3.000000, 0.371662, 0.928368, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.948004, 0.226798, 0.680129, 1.922993, -3.403541, 0.939201, 2.032376, 3.310925, -1.075611, 0.429795, 0.902927, 3.000000, 0.429795, 0.902927, 3.000000, 0.429795, 0.902927, 3.000000, 0.429795, 0.902927, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.937149, 0.251262, 0.756683, 1.908478, -3.427712, 0.897403, 2.028830, 3.309119, -1.084737, 0.486197, 0.873849, 3.000000, 0.486197, 0.873849, 3.000000, 0.486197, 0.873849, 3.000000, 0.486197, 0.873849, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.924383, 0.272603, 0.823263, 1.888174, -3.452334, 0.834589, 2.026247, 3.308486, -1.088406, 0.540641, 0.841254, 3.000000, 0.540641, 0.841254, 3.000000, 0.540641, 0.841254, 3.000000, 0.540641, 0.841254, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.910990, 0.292864, 0.887211, 1.865176, -3.476442, 0.762081, 2.025131, 3.309647, -1.085312, 0.592908, 0.805270, 3.000000, 0.592908, 0.805270, 3.000000, 0.592908, 0.805270, 3.000000, 0.592908, 0.805270, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.897377, 0.312694, 0.951131, 1.842159, -3.499587, 0.688569, 2.025157, 3.311936, -1.076707, 0.642788, 0.766044, 3.000000, 0.642788, 0.766044, 3.000000, 0.642788, 0.766044, 3.000000, 0.642788, 0.766044, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.883561, 0.331868, 1.014309, 1.819851, -3.521756, 0.616449, 2.026047, 3.314813, -1.063604, 0.690079, 0.723734, 3.000000, 0.690079, 0.723734, 3.000000, 0.690079, 0.723734, 3.000000, 0.690079, 0.723734, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.869557, 0.349998, 1.075210, 1.797750, -3.542989, 0.544651, 2.027776, 3.318095, -1.046254, 0.734592, 0.678509, 3.000000, 0.734592, 0.678509, 3.000000, 0.734592, 0.678509, 3.000000, 0.734592, 0.678509, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.855485, 0.366860, 1.132826, 1.775217, -3.563238, 0.471845, 2.030440, 3.321747, -1.024580, 0.776146, 0.630553, 3.000000, 0.776146, 0.630553, 3.000000, 0.776146, 0.630553, 3.000000, 0.776146, 0.630553, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.841525, 0.382402, 1.186802, 1.751982, -3.582406, 0.397678, 2.034128, 3.325711, -0.998524, 0.814576, 0.580057, 3.000000, 0.814576, 0.580057, 3.000000, 0.814576, 0.580057, 3.000000, 0.814576, 0.580057, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.827873, 0.396650, 1.237103, 1.728092, -3.600406, 0.322535, 2.038888, 3.329875, -0.968132, 0.849725, 0.527225, 3.000000, 0.849725, 0.527225, 3.000000, 0.849725, 0.527225, 3.000000, 0.849725, 0.527225, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.814709, 0.409643, 1.283706, 1.703695, -3.617184, 0.246968, 2.044736, 3.334102, -0.933512, 0.881453, 0.472271, 3.000000, 0.881453, 0.472271, 3.000000, 0.881453, 0.472271, 3.000000, 0.881453, 0.472271, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.802203, 0.421421, 1.326495, 1.678914, -3.632697, 0.171403, 2.051680, 3.338247, -0.894786, 0.909632, 0.415415, 3.000000, 0.909632, 0.415415, 3.000000, 0.909632, 0.415415, 3.000000, 0.909632, 0.415415, 3.000000, 
1.000000, 0.000000, 0.000000, -0.500000, 0.866025, 0.000000, -0.500000, -0.866025, 0.000000, -3.790515, 0.432031, 1.365291, 1.653831, -3.646912, 0.096125, 2.059718, 3.342163, -0.852080, 0.934148, 0.356886, 3.000000, 0.934148, 0.356886, 3.000000, 0.934148, 0.356886, 3.000000, 0.934148, 0.356886, 3.000000, 
